,Grid_id,Season_year,Date,Precipitation,Elevation_Category,SPI-3
353,2,1987,1987-12-31,54.588802,2000_2500m,0.6563008568880668
354,2,1987,1988-01-31,49.033323,2000_2500m,1.5373097703896281
355,2,1987,1988-02-29,34.863024,2000_2500m,1.6314964527016838
356,2,1987,1988-03-31,43.946397999999995,2000_2500m,1.4642286555623276
357,2,1987,1988-04-30,45.560749,2000_2500m,1.4077645681259354
358,2,1987,1988-05-31,5.614149,2000_2500m,0.8867314024603072
359,2,1988,1988-10-31,32.820253,2000_2500m,0.6614401261027352
360,2,1988,1988-11-30,51.51915,2000_2500m,0.7843441868166218
361,2,1988,1988-12-31,52.855181,2000_2500m,1.6116515335804067
362,2,1988,1989-01-31,83.371427,2000_2500m,2.3165677119592147
363,2,1988,1989-02-28,22.100772,2000_2500m,1.9231157707723814
364,2,1988,1989-03-31,28.693347,2000_2500m,1.564611079118407
365,2,1988,1989-04-30,50.732138,2000_2500m,1.0087691447261546
366,2,1989,1989-10-31,35.212408,2000_2500m,1.244010881611362
367,2,1989,1989-11-30,83.629253,2000_2500m,2.0784359926893683
368,2,1989,1989-12-31,37.118524,2000_2500m,1.8895631419322365
369,2,1989,1990-01-31,72.779513,2000_2500m,2.3893609986246847
370,2,1989,1990-02-28,69.08792,2000_2500m,2.2036247505407447
371,2,1989,1990-03-31,26.060617,2000_2500m,2.05611162979049
372,2,1989,1990-04-30,27.759389000000002,2000_2500m,1.3836911787708375
373,2,1989,1990-05-31,25.066688,2000_2500m,0.5514572171618488
374,2,1990,1990-10-31,92.687921,2000_2500m,1.7376023654774604
375,2,1990,1990-11-30,102.838007,2000_2500m,2.713697770784716
376,2,1990,1990-12-31,73.886465,2000_2500m,3.243008542414944
377,2,1990,1991-01-31,25.166883,2000_2500m,2.492368807613955
378,2,1990,1991-02-28,35.290558,2000_2500m,1.5673992932261103
379,2,1990,1991-03-31,32.460005,2000_2500m,0.843518270480123
380,2,1990,1991-04-30,39.740801000000005,2000_2500m,1.1180582948167879
381,2,1991,1991-10-31,30.985045,2000_2500m,1.0395790469701387
382,2,1991,1991-11-30,55.055177,2000_2500m,1.4308232996616288
383,2,1991,1991-12-31,49.420677,2000_2500m,1.584808200622359
384,2,1991,1992-01-31,68.797347,2000_2500m,2.1281367672156373
385,2,1991,1992-02-29,42.907575,2000_2500m,1.9623804806115581
386,2,1991,1992-03-31,7.741053,2000_2500m,1.325965898065174
387,2,1991,1992-04-30,22.090650999999998,2000_2500m,0.4127235966669856
388,2,1992,1992-10-31,32.317318,2000_2500m,0.15427535241280338
389,2,1992,1992-11-30,27.251743,2000_2500m,0.6117180880244488
